radionuclide,best_key_nuclide_sf,p25_Bi-207,p50_Bi-207,p75_Bi-207,corr_Bi-207,p25_Co-60,p50_Co-60,p75_Co-60,corr_Co-60,linreg_intercept_sf,linreg_coef_Bi-207,linreg_coef_Co-60,linreg_adj_R2_sf,logreg_const_sf,logreg_power_Bi-207,logreg_power_Co-60,logreg_adj_R2_sf,p25_DR_10cm,p50_DR_10cm,p75_DR_10cm,corr_DR_10cm,p25_DR_40cm,p50_DR_40cm,p75_DR_40cm,corr_DR_40cm,p25_bgo_10cm,p50_bgo_10cm,p75_bgo_10cm,corr_bgo_10cm,p25_bgo_40cm,p50_bgo_40cm,p75_bgo_40cm,corr_bgo_40cm,logreg_const_DR_10cm,logreg_power_DR_10cm,logreg_const_DR_40cm,logreg_power_DR_40cm,logreg_adj_R2_DR,logreg_const_bgo_10cm,logreg_power_bgo_10cm,logreg_const_bgo_40cm,logreg_power_bgo_40cm,logreg_adj_R2_bgo
Sn-119m,Co-60,0.01784811574990865,0.03873341568640647,0.07187171168579619,0.003733115194921608,3.386315710044238e-05,7.826943859246285e-05,0.00015406782368108636,0.17262727044266102,0.004358879871697115,-0.002309221655122566,0.0005386137676237573,0.11934611305287779,0.0006031076392499234,0.1928509382785595,0.4621122272531952,0.2546922215634063,6.173538811265794e-05,0.00012819580375569742,0.0002080204987394672,0.5208069045149575,0.00017166295799991285,0.0003566557618532836,0.0005789414158277692,0.5190214288255192,2.4832567820331485e-07,5.101744334339868e-07,8.214235308952232e-07,0.6769475050567328,6.900776510334851e-07,1.4195627051486776e-06,2.289965469936333e-06,0.6751949785073582,0.00015303593387494226,0.8343850568578406,0.0003597835257824813,0.8337478624423806,0.38540738938076424,2.3110660953610797e-06,0.7841159165841136,5.179999879612263e-06,0.7834530849465452,0.3892570697187633
Sn-121m,Co-60,0.0072010510864909385,0.00877273978674939,0.009439627663642586,0.8962858303791138,9.530900781555022e-06,1.8284400380861203e-05,3.394132983076144e-05,0.9664346317866997,-0.00945473980841976,0.00037960833577660143,0.00026542052835148517,0.9458887535674996,0.0010154147146063733,0.6151369227973729,0.25948344012460006,0.710903845232219,1.6413308816695035e-05,2.945150880827902e-05,4.7245565650558435e-05,0.865957073206115,4.55797243869156e-05,8.206867738607845e-05,0.00013182714820616996,0.866961779371574,5.81393284550337e-08,1.0780477327750057e-07,2.1441159951403195e-07,0.7361657842102388,1.6133703930406237e-07,2.9982045133972246e-07,5.965805865898731e-07,0.7375493214195016,2.6951329091044614e-05,0.9856427085201842,7.385307889990527e-05,0.985928778352288,0.530692054288449,9.331318824263232e-07,0.7330255754709689,1.975630579677451e-06,0.7330183650322688,0.33557659757008806
Sr-90,Co-60,0.3417093362895911,0.3491865524929984,0.3572160553096738,0.8928023511012775,0.00042837876789935563,0.0007378775322328899,0.0013596560299158123,0.9726329007028609,-0.2595728537972932,0.00906349736816352,0.007982041992651205,0.9542746766607697,0.04314722980410062,0.6198606733233174,0.2794884119335207,0.8388609018629372,0.0007352708012682626,0.0011368150961495024,0.0018459462405368745,0.886103427796465,0.0020465834901730027,0.003164310034112226,0.005136051215933605,0.8870309931793275,2.4768378107061784e-06,4.4970029916921985e-06,8.096512556185012e-06,0.7632557066342918,6.8924429331409624e-06,1.2514547851311065e-05,2.259493319306659e-05,0.764563829630842,0.0010472862291703842,1.0367139287490776,0.003024380905280758,1.0368799390619605,0.6662976222983861,2.5766370377493395e-05,0.7913515017434296,5.795103561677938e-05,0.7912399332830873,0.4438965142287279
Ta-179,Co-60,2.736076473262883,4.490830701635252,7.02818509063105,0.7575878106012042,0.005727521064404595,0.0097600511973609,0.017697816900257186,0.9266990288601598,-2.0721672874008625,-0.10084475997816475,0.10714387689887174,0.869399272134546,0.0613975455235409,0.39111710455759796,0.7870084721570018,0.7778162597705196,0.009675773807992434,0.015227923625420449,0.024821629197462947,0.9956663225716179,0.026909291234048414,0.0424090756628696,0.06915772291360596,0.9956864775653212,3.8323623310547225e-05,5.570539978375201e-05,9.795358081161393e-05,0.9621851128756114,0.00010645715211055588,0.0001549844483416931,0.00027309136224180593,0.9625760831226158,0.007091110550674802,1.2889011057868103,0.026508831997888952,1.289013894247061,0.8353413832776545,2.2025142293962566e-05,1.1258522666989441,6.976024032677645e-05,1.1257289877118581,0.7288727260531238
Tb-157,Co-60,0.09303023409004224,0.11266614754781504,0.17847965133434515,-0.00387950127314026,0.00011982091847265186,0.00021203920484043882,0.00047486965383099943,0.23162428811845076,0.02615806776679583,-0.006809730473505651,0.0015716034229356602,0.2302866288580957,0.007993558865902743,0.45622988988965013,0.322057541312887,0.43130877821337454,0.0002073747984432125,0.00033709629430286436,0.0006399755885518552,0.4766973884180624,0.0005753772825999637,0.0009374162964815778,0.0017807649584049875,0.4753283465822344,6.902405386651862e-07,1.3638372779619389e-06,2.996981409187131e-06,0.5978118450585584,1.919915490932037e-06,3.7913144003739203e-06,8.332917598056279e-06,0.5965287111370681,0.0005020262019938688,0.9086171218737987,0.001272045804609691,0.9086071881535931,0.39724922051337064,2.3059569062668434e-05,0.6733298666015155,4.600853079429419e-05,0.6730823348500774,0.24937769878284588
Tc-99,Co-60,0.0003127433882411263,0.0012633193731096152,0.0031875305611721305,0.015202538838842355,6.937573553809574e-07,2.4635112227756794e-06,5.718270604279622e-06,0.07445147006619082,8.263355224973044e-05,-4.6503529776622375e-07,1.1570057335793091e-07,0.015310776310277108,1.2437599475006751e-05,-0.02609537642063689,0.34755935517103137,0.05992626280991897,1.0370247838450426e-06,3.69814778222602e-06,9.531490099769019e-06,0.08513456682240127,2.88501719183398e-06,1.0300638388951026e-05,2.6499850582668926e-05,0.08506948684856404,4.091905002412824e-09,1.3409370657750505e-08,4.041201684014887e-08,0.09272461401961903,1.1376470586617531e-08,3.724227102319094e-08,1.1240888400608327e-07,0.09267757376266565,2.2381271247135807e-05,0.21135517551951422,2.7757382365621772e-05,0.21194079977783992,0.030428373514668206,1.022092460958643e-05,0.1647827847551903,1.2057722573419794e-05,0.16524653462708178,0.02102079679102009
Ti-44,Co-60,2.8228210346867972,3.403002585289946,4.264781288954034,0.831516351137896,0.004220860901132866,0.007247914203215227,0.013307038283024488,0.976640246730568,-0.5819818193895345,-0.013564762839238756,0.03406624691682704,0.9555127019001132,0.3573464501912084,0.5725124097382716,0.29870317843160876,0.7875672794462405,0.0075129564789918855,0.011262854499329782,0.01879180758067932,0.9523728254578524,0.020913610682028464,0.03138201347430192,0.05216452017701852,0.9529058397317541,2.493055153198905e-05,4.407296968316071e-05,8.797973661470504e-05,0.8680808592842643,6.942488208267981e-05,0.00012262723395637033,0.0002452028983891845,0.8690030599544314,0.011404203199143913,1.008116040026881,0.03198688199352695,1.0082216874466305,0.6549221157049684,0.00033718698619932805,0.7596053628364785,0.0007344051135981853,0.7594413117054395,0.42513614325191107
Tl-204,Co-60,17.77517376260542,25.077173365037275,30.894854887079045,0.6446448623014014,0.032619113449238187,0.05426121543451982,0.08390665043802362,0.828651413207677,-0.8382149538009672,-0.178079040024349,0.12291192849589745,0.7119459805720443,1.0861973017116846,0.41108437319518365,0.38395071651302953,0.7476481455281709,0.05546703746634109,0.08563577931796357,0.11151721200558178,0.9750059281453024,0.15428703817378392,0.23834292204227392,0.3103007831835679,0.9745807596573666,0.0001930544051427523,0.0003474119061192551,0.0005015485553990939,0.9832760862180947,0.0005376819206716156,0.0009671269157058743,0.0013960105958470603,0.9831630784150366,0.09456668932195808,0.9073351309078074,0.23928604040357865,0.9073628131737345,0.7132332279463738,0.0026184350963164922,0.7344289702427659,0.005558314914976369,0.734257161069768,0.53434684580059
V-49,Co-60,86.71727124947873,170.9136831888859,283.57162085267976,0.05790149199171159,0.16506643197105825,0.37333629735251006,0.6498028655676207,0.273918749071867,9.105777798194293,-4.594468467333065,1.1467235077373041,0.21142427465709168,4.423506189540716,0.3278084628877748,0.45459630867156264,0.5137414428502037,0.31245457445886765,0.582295116386148,0.880957499535655,0.5978170825434034,0.8679347212005787,1.6184772456743026,2.4519499441190375,0.596130148916559,0.0012866190011779856,0.002343784022815127,0.003587260978633525,0.7464852314680096,0.0035742838761905885,0.006519799187988314,0.009984228579004592,0.7448977825583517,0.5196736190284167,0.9666702138922278,1.398415279061401,0.9662066432226466,0.6418961536770804,0.006013438244024111,0.859993098202417,0.01455592215819075,0.8594321077885884,0.5809831626520785
Zn-65,Co-60,4.452462285508876,16.457087705693198,49.33757639030518,0.08424728943653526,0.011860938064110937,0.03381512881017003,0.08364316276546327,0.24240851360992655,1.484244975299068,-0.03595451449486831,0.009657408117287691,0.12581472410013983,0.17647844989903594,0.07719397613815822,0.5117810804859106,0.20879836915155536,0.01801890799534568,0.05182402436662703,0.12732251323181,0.4691426479372713,0.05028737669000675,0.14408276093122027,0.3543435145426539,0.467952410037291,6.670334744475278e-05,0.0001980412950157155,0.0005139570875663696,0.5826219798398008,0.00018610857165062353,0.0005499874253845234,0.0014283453231032635,0.581568993480208,0.12320457541822875,0.6407553103686221,0.23734486788882508,0.6407338387154426,0.2644316466887343,0.005024626201166723,0.5996676682772527,0.009287542942008113,0.5995659685388883,0.2648724777923739
